resonance_radical_smiles,closed_shell_smiles,closed_shell_H298 (kcal/mol),closed_shell_S298 (cal/mol/K),closed_shell_Cp300 (cal/mol/K),closed_shell_Cp400 (cal/mol/K),closed_shell_Cp500 (cal/mol/K),closed_shell_Cp600 (cal/mol/K),closed_shell_Cp800 (cal/mol/K),closed_shell_Cp1000 (cal/mol/K),closed_shell_Cp1500 (cal/mol/K),closed_shell_Sint298 (cal/mol/K),closed_shell_thermo_comment,closed_shell_thermo_source
CC(C)=C(C)O[O],CC(C)=C(C)OO,-31.889999999999997,97.61049155378569,34.97,42.279999999999994,48.35,53.739999999999995,62.58,68.96,78.57999999999997,104.16000000000001,Thermo group additivity estimation: group(O2s-O2s(Cds-Cd)) + group(O2s-OsH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsOs),GAV
C=[C]OC=O,C=COC=O,-62.14441706919052,72.7624560228499,20.40572752690612,24.970071593121226,28.602851803494268,31.55109781723627,36.08871439319894,39.19616974972084,43.14532784101387,72.7624560228499,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[O]OC1C=CCC1=O,O=C1CC=CC1OO,-39.616558317399615,89.58577437858509,25.843116634799234,35.14045889101338,42.72175908221798,48.36160611854684,56.540650095602295,62.553384321223696,68.06938814531547,89.58577437858509,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-(Cds-O2d)(Cds-Cds)HH) + group(Cds-OdCsCs) + group(Cds-CdsCsH) + group(Cds-CdsCsH) + ring(Cyclopentane),GAV
CCN(OCC=CCO[O])CC,CCN(OCC=CCOO)CC,-36.810611997005594,130.08615283062636,65.67712491809719,79.16755495554891,90.22187526023662,99.32042973111145,113.20146458158945,123.17347760625236,137.942936593125,134.45249179476926,Thermo library: ../data/pang.py,Thermo library: ../data/pang.py
[CH2]OC(C)=C(C)C,COC(C)=C(C)C,-57.0961567877629,92.37932971989781,36.86707456978967,45.928527724665386,53.45466539196941,59.65562141491395,69.54799235181643,76.81133843212237,88.01095602294454,101.11200764818358,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-OsHHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsOs),GAV
C=C(O)C(=C)O[O],C=C(O)C(=C)OO,-44.096978967495225,89.77630975143404,33.589541108986616,40.29187380497132,44.77246653919694,48.09304015296367,52.976500956022946,56.29864244741874,61.49803059273423,89.77630975143404,Thermo group additivity estimation: group(O2s-O2s(Cds-Cd)) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-CdsHH) + group(Cds-CdsHH),GAV
O=C1[CH]C(OO)C=C1,O=C1C=CC(OO)C1,-40.148814531548744,92.78579349904399,27.452868068833656,35.12112810707457,41.899330783938815,47.10086042065009,55.14986615678776,61.16443594646272,68.14667304015296,92.78579349904399,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cds-CdsCsH) + group(Cds-O2d(Cds-Cds)Cs) + group(Cd-Cd(CO)H) + ring(Cyclopentane),GAV
[O]C1=CC(OO)C=C1,OOC1C=CC(O)=C1,-41.81697896749521,87.25840975143402,32.59504110898662,41.36479380497133,47.83366653919695,52.32921015296367,58.75291095602294,63.14400244741875,68.58047059273422,87.25840975143402,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-(Cds-Cds)(Cds-Cds)OsH) + group(Cds-CdsCsH) + group(Cds-CdsCsH) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)H) + ring(Cyclopentadiene),GAV
C[C]1OC1OO,CC1OC1OO,-50.75184165952712,84.3703662355316,26.986918272642257,32.18050399626047,36.599265192995944,40.3719822217381,46.27958404670849,50.454338432543025,56.21045470112691,86.55353571760305,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]CCCOO,CCCCOO,-49.957896749521986,92.43539648351171,32.27753346080306,39.39428298279159,45.62076481835564,50.99956022944551,59.22894837476099,65.60139579349905,74.777017208413,94.61856596558316,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsHH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH),GAV
[CH2]CCC=O,CCCC=O,-49.7929203204936,82.21935146161182,24.95437027711587,29.35083811893995,33.956033387915866,38.25951710634361,45.35647052738002,50.765974143229435,59.117520585514924,84.40252094368327,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C(C)[CH]C(=C)O,C=C(C)CC(=C)O,-33.55697896749522,94.03314026936259,34.659541108986616,43.77187380497132,50.62246653919694,55.87304015296367,64.05650095602293,70.07864244741874,79.23803059273422,96.21630975143404,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)(Cds-Cds)HH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsOs) + group(Cds-CdsHH) + group(Cds-CdsHH),GAV
[CH2]C(C)=CC(=C)O,C=C(O)C=C(C)C,-40.47697896749522,88.74997078729116,36.31954110898661,45.051873804971315,51.75246653919694,56.86304015296366,64.71650095602293,70.51864244741873,79.76803059273422,93.11630975143404,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsHH),GAV
[CH2]C(O)=CC(=C)C,C=C(C)C=C(C)O,-40.40697896749522,88.92997078729115,35.809541108986615,45.00187380497132,51.802466539196935,56.903040152963655,64.75650095602293,70.50864244741872,79.56803059273422,93.29630975143404,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-Cds(Cds-Cds)Cs) + group(Cds-CdsCsOs) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsHH),GAV
[CH2]OC,COC,-44.886187783699704,63.72901365281516,15.791313420174863,18.858339814778404,21.854479858840826,24.676840387494583,29.551289419228418,33.30898305355259,39.268070110135994,69.47277920028611,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C(C)C(C)(C)C(C)(C)[C](C)C,C=C(C)C(C)(C)C(C)(C)C(C)C,-40.44904642599793,120.82520825097792,68.52447560780945,85.70569474836475,100.60686764214603,113.46991015541224,133.97813799235834,148.88118713696556,170.39572178970812,136.107394625478,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
CC1(OO)[CH]O1,CC1(OO)CO1,-52.049059059831315,81.21766547746967,27.988238839566733,34.04617625432963,38.394111346663486,41.88441704615759,47.32001551632615,51.13610923889102,56.40311561339866,83.40083495954111,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH]=COC=O,C=COC=O,-62.14441706919052,72.7624560228499,20.40572752690612,24.970071593121226,28.602851803494268,31.55109781723627,36.08871439319894,39.19616974972084,43.14532784101387,72.7624560228499,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C(C=O)O[O],C=C(C=O)OO,-34.17,84.36,25.66,30.09,33.38,36.19,40.59,43.29,46.129999999999995,84.36,Thermo group additivity estimation: group(O2s-O2s(Cds-Cd)) + group(O2s-OsH) + group(Cds-Cds(Cds-O2d)O2s) + group(Cds-CdsHH) + group(Cds-O2d(Cds-Cds)H),GAV
CC[CH]C(CC)OOC1C=CCC1,CCCC(CC)OOC1C=CCC1,-44.529043977055444,140.6192390532196,60.84573613766729,78.83633652007647,94.27777629063098,106.59063671128108,125.66868068833652,139.6327839388145,158.74156022944553,143.6081514340344,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-CsCsHH) + group(Cs-CsCsHH) + group(Cs-CsCsHH) + group(Cs-(Cds-Cds)CsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-CdsCsH) + group(Cds-CdsCsH) + ring(Cyclopentene),GAV
CC1(C)CC1(C)O[O],CC1(C)CC1(C)OO,-34.051816443594646,92.87164337022926,40.05674760994264,51.23797896749521,60.38291013384321,67.70653919694071,77.9696309751434,85.32515678776291,95.80179732313574,99.42115181644358,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsCs) + group(Cs-CsCsCsOs) + group(Cs-CsCsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(Cyclopropane),GAV
[CH2]C(=O)C=C(C)C,CC(=O)C=C(C)C,-42.51353728489483,94.56198294957917,32.31045889101338,39.3346653919694,45.98629063097514,51.80173996175908,61.29411089866157,68.42059273422561,78.40281070745698,101.1114913957935,Thermo group additivity estimation: group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsCs) + group(Cds-O2d(Cds-Cds)Cs) + group(Cd-Cd(CO)H),GAV
C=C([O])C=C(C)C,C=C(O)C=C(C)C,-40.47697896749522,88.74997078729116,36.31954110898661,45.051873804971315,51.75246653919694,56.86304015296366,64.71650095602293,70.51864244741873,79.76803059273422,93.11630975143404,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsHH),GAV
C=C(CO[O])C(C)C,C=C(COO)C(C)C,-32.739999999999995,105.84366103585712,39.970000000000006,49.45,57.730000000000004,64.52,75.06,82.97,94.61999999999999,110.21000000000002,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-CdsCsCs) + longDistanceInteraction_noncyclic(CdCs-ST) + group(Cds-CdsHH),GAV
CC(C)=C(C)C[O],CC(C)=C(C)CO,-56.16374760994264,99.03269040655816,36.44783938814532,44.33231357552581,51.48326959847037,57.65485659655831,67.7523709369025,75.39120458891013,87.42692160611851,105.58219885277248,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsCs),GAV
CCN(OC1C=CC(C1)O[O])CC,CCN(OC1C=CC(C1)OO)CC,-32.20261117649959,131.47698855921206,60.56696781872295,74.94154639656284,87.626350321625,98.51394046166772,115.69599000613961,127.95862515480496,144.92531352970343,135.84332752335496,Thermo library: ../data/pang.py,Thermo library: ../data/pang.py
OOC1[CH]OC1,OOC1COC1,-42.110836800853576,81.60187377535685,23.460472468660058,28.878779281332623,33.93594521419932,38.4540972415896,45.5313662693984,50.1655973279541,56.77584736695493,82.97930035868492,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C[CH]OC,C=CCOC,-25.65264768980978,80.42298200744298,24.769240331000955,29.619078406382407,34.50617896346451,38.814980965745875,45.8770026350024,51.21398587445699,59.34240504480296,82.60615148951443,Thermo library: ../data/johnson_cbs-qb3.py,Thermo library: ../data/johnson_cbs-qb3.py
[CH2]C=COC,CC=COC,-39.44615678776291,75.11566868404067,25.707074569789675,32.56852772466539,38.074665391969404,42.36562141491395,48.61799235181644,53.13133843212237,60.410956022944546,79.48200764818355,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(Cs-(Cds-Cds)HHH) + group(Cs-OsHHH) + group(Cds-CdsCsH) + group(Cds-CdsOsH),GAV
C[C](C)C(C)=C=O,CC(=C=O)C(C)C,-33.68680688336519,93.52718371439755,33.67302103250478,41.024168260038245,47.671892925430214,53.4036137667304,62.37604206500956,69.09544933078394,79.47644359464626,100.07669216061187,Thermo group additivity estimation: missing(O2d-Cdd) + group(Cs-(Cds-Cdd-O2d)CsCsH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-(Cds-Cdd-O2d)HHH) + group(Cds-(Cdd-O2d)CsCs) + other(ketene_1C-C_1C-H) + missing(Cdd-CdO2d),GAV
CC(C)=C(C)[C]=O,CC(C)=C(C)C=O,-38.63980761328227,91.29841985127396,31.263643211058895,38.601798669932705,45.458347529036566,51.43568131840683,61.10302204242747,68.27020510584704,78.87605661187597,97.84792829748828,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]C(=C)C(C)COO,C=C(C)C(C)COO,-34.177896749521985,106.41965358476837,40.82753346080307,50.21428298279159,58.36076481835564,65.0395602294455,75.438948374761,83.23139579349905,94.68701720841298,109.4085659655832,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + longDistanceInteraction_noncyclic(CdCs-ST) + group(Cds-CdsHH),GAV
C[C](C)C(C)C,CC(C)C(C)C,-42.99999999999999,87.38989548838617,33.84,43.36,51.940000000000005,59.25999999999999,70.7,79.18,92.65999999999998,97.50000000000001,Thermo group additivity estimation: group(Cs-CsCsCsH) + longDistanceInteraction_noncyclic(CsCs-TT) + group(Cs-CsCsCsH) + longDistanceInteraction_noncyclic(CsCs-TT) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH),GAV
[CH2]C(=C)C(C)=O,C=C(C)C(C)=O,-35.7721223709369,86.38463617926055,26.463193116634802,32.204990439770555,37.72244741873804,42.58108986615679,50.3882791586998,56.27606118546845,64.33780114722752,90.75097514340344,Thermo group additivity estimation: group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cd-CdCs(CO)) + group(Cds-O2d(Cds-Cds)Cs) + group(Cds-CdsHH),GAV
C=CC(C)(C)O[O],C=CC(C)(C)OO,-33.85,95.84366103585711,35.38,43.89,50.839999999999996,56.48,65.02999999999999,71.11,80.63999999999999,100.21,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsCsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-CdsCsH) + group(Cds-CdsHH),GAV
CO[O],COO,-32.009804428584715,65.8598500707284,14.536084106333808,16.864047984685,19.052442930244982,21.03833930371185,24.287817784309937,26.6559865881109,30.363256936091293,68.04301955279985,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH2]C(C)OO,CC(C)OO,-49.323918623004936,82.19626844275153,26.143541629577822,31.389987749592564,36.05052171583413,40.13261086211998,46.68344249772319,51.47082436587954,58.88823719623623,86.56260740689441,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[O]OC1C=CCC1ON(CC)CC,OOC1C=CCC1ON(CC)CC,-36.388610287288905,122.91748195008897,61.56860345723814,77.70603229809332,91.8148497995005,103.67987845944702,120.92647008642217,132.05350857642446,147.80790162541467,127.28382091423187,Thermo library: ../data/pang.py,Thermo library: ../data/pang.py
C=C1COOCC1O[O],C=C1COOCC1OO,-35.56789674952199,93.7811393822551,36.27753346080306,47.02428298279159,55.89076481835564,62.6095602294455,72.138948374761,79.28139579349904,85.267017208413,95.15856596558316,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-CsOsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cds-CdsCsCs) + group(Cds-CdsHH) + ring(Cyclohexanone),GAV
[O]O,OO,-33.18622133786242,55.882735408262285,9.967867401897736,10.770006127841867,11.577748251496176,12.337712559050889,13.618415489496847,14.622659323031549,16.260927825370278,55.882735408262285,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C1OO[CH]C1=O,C=C1OOCC1=O,-21.70231357552581,79.73081433445395,22.253403441682597,28.944627151051623,34.4042638623327,38.593690248565956,45.057093690248564,49.5557552581262,54.5291586998088,81.10824091778203,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-O2s(Cds-Cd)) + group(Cs-(Cds-O2d)OsHH) + group(Cds-Cds(Cds-O2d)O2s) + group(Cds-O2d(Cds-Cds)Cs) + group(Cds-CdsHH) + ring(Cyclopentane),GAV
C=C1OOC=C1[O],C=C1OOC=C1O,-24.086978967495227,76.57888316810596,25.029541108986617,33.041873804971324,38.18246653919694,41.633040152963666,46.78650095602294,49.93864244741874,54.858030592734224,77.95630975143403,Thermo group additivity estimation: group(O2s-O2s(Cds-Cd)) + group(O2s-O2s(Cds-Cd)) + group(O2s-(Cds-Cd)H) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-CdsOsH) + group(Cds-CdsHH) + ring(Cyclopentane),GAV
C[CH]COO,CCCOO,-44.803672504590864,81.99259599185363,25.47978108639189,30.63550111475689,35.297000334760995,39.45629616173633,46.297326080711464,51.338645325468455,58.78891636691766,84.17576547392508,Thermo library: ../data/johnson_g4.py,Thermo library: ../data/johnson_g4.py
O=[C]CC1OO1,O=CCC1OO1,-36.23423116634799,81.80018565965584,22.654154875717015,27.349135755258125,31.86528680688336,35.08301338432122,39.729229445506704,43.23926577437859,49.18640917782026,81.80018565965584,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cds-OdCsH) + ring(dioxirane),GAV
C=C(C)C(C)O[O],C=C(C)C(C)OO,-31.5,98.01108761918518,35.160000000000004,43.5,50.52,56.00999999999999,64.62,71.1,79.95999999999998,101.0,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsHH),GAV
[O]OCC1=CCOOC1,OOCC1=CCOOC1,-30.529999999999998,96.83999999999999,35.08,44.21,51.92000000000001,58.25000000000001,67.57,74.3,83.47999999999999,96.83999999999999,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsH) + ring(36dihydro12dioxin),GAV
CC=CC(C)O[O],CC=CC(C)OO,-30.919999999999998,99.04108761918518,34.28,42.59,49.64000000000001,55.25,64.05,70.65,79.64999999999999,102.02999999999999,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsH) + group(Cds-CdsCsH),GAV
[CH2]C=O,CC=O,-39.92844457851116,62.88548322319852,13.08746545576763,15.558131576875564,17.907768515552103,20.028508795207117,23.584618564616143,26.35795926754302,30.776210494429375,65.06865270526997,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C[O],C=CO,-29.25695342128646,61.82183564383146,14.82352776578545,17.760178311156864,20.294363779070263,22.369401170780648,25.57836647244375,27.857147595994263,31.121373359596685,61.82183564383146,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C]1COOC1C,CC1COOC1C,-41.243110726577434,83.0773784354747,31.00326959847036,40.00361950286806,48.03454110898661,54.670196940726576,64.52862906309753,71.42117973231358,85.57157743785851,87.44371739961758,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsCsCsH) + group(Cs-CsCsOsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(12dioxolane),GAV
[CH2]C(=O)C1OO1,CC(=O)C1OO1,-39.7466306329523,79.8161073424862,22.138545658720517,26.587379571375198,30.63624595154875,34.19320880486217,39.67655937031915,43.15346098042063,47.70527682745089,81.99927682455765,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C=C([O])C1OO1,C=C(O)C1OO1,-32.27887141428903,76.72760690605816,23.185844325792353,28.841777814237854,33.34404333784895,36.94212344907833,42.3100753432596,45.77609663212237,49.53381718514579,76.72760690605816,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
[CH]1C=COCC=CO1,C1=COCC=COC1,-41.005621414913975,72.23177035739852,28.375678776290627,40.3472275334608,49.714569789674954,56.57005736137667,65.82929254302103,71.9008413001912,81.22042065009559,73.60919694072658,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(O2s-Cs(Cds-Cd)) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cds-CdsCsH) + group(Cds-CdsCsH) + group(Cds-CdsOsH) + group(Cds-CdsOsH) + ring(Cyclooctane),GAV
[CH]1C=COC=CCO1,C1=COC=CCOC1,-24.955965583174,82.42058488894726,26.173384321223704,36.10267686424474,44.58569789674952,51.45514340344168,62.03378585086041,69.15141491395795,79.98074569789674,83.79801147227533,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-(Cds-Cd)(Cds-Cd)) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cds-CdsCsH) + group(Cds-CdsCsH) + group(Cds-CdsOsH) + group(Cds-CdsOsH) + ring(Cyclooctane),GAV
C=C=C([O])OO,C=C=C(O)OO,-7.710105162523898,62.61099426386233,26.424459847036328,30.724139579349906,33.41592734225621,35.63118546845125,38.88676386233269,40.87268642447419,43.89998087954112,62.61099426386233,Thermo group additivity estimation: group(O2s-O2s(Cds-Cd)) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cds-CdsCsCs) + group(Cd-(Cd)CddHH) + group(Cdd-CdsCds),GAV
C=[C]C(=O)OO,C=CC(=O)OO,-46.06,79.33,22.130000000000003,24.39,26.180000000000003,27.61,29.62,31.23,34.31,79.33,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + missing(Cd-COCdH) + group(Cds-O2d(Cds-Cds)O2s) + group(Cds-CdsHH),GAV
C=C=CO[C](C)O,C=C=COC(C)O,-51.699684512428284,70.16073893682066,33.04059751434034,40.988193116634804,47.40401529636711,51.79803059273422,57.647280114722754,61.95566921606119,67.94908221797321,70.96648183556404,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(O2s-CsH) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cds-CdsOsH) + group(Cd-(Cd)CddHH) + group(Cdd-CdsCds),GAV
[CH2]C=C(O)C=C,C=CC(O)=CC,-32.02697896749522,81.19314026936257,30.189541108986614,37.63187380497132,43.17246653919694,47.313040152963666,53.54650095602294,58.118642447418736,65.44803059273423,83.37630975143402,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-CdsCsH) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsHH),GAV
C=C[C](O)C=C,C=CC(O)C=C,-16.453747609942642,90.69219885277246,27.28783938814532,34.11231357552582,39.88326959847036,44.32485659655831,51.54237093690248,56.741204588910136,64.22692160611854,90.69219885277246,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-(Cds-Cds)(Cds-Cds)OsH) + group(Cds-CdsCsH) + group(Cds-CdsCsH) + group(Cds-CdsHH) + group(Cds-CdsHH),GAV
C[C](C)C1(C)OO1,CC(C)C1(C)OO1,-34.641496940726576,82.93622214651991,34.47447992351817,45.40250095602295,53.86744741873805,59.96830975143402,67.86332122370936,73.12192351816444,83.32030975143401,89.48573059273423,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsCsCsH) + group(Cs-CsCsOsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + ring(dioxirane),GAV
[CH2]COOCC,CCOOCC,-47.59579349904397,91.53079296702346,32.13506692160612,39.54856596558317,45.90152963671128,51.27912045889101,59.877896749521994,66.62279158699809,75.69403441682599,95.89713193116636,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH),GAV
C=C([CH]C)C=O,C=C(C=O)CC,-30.278776290630972,86.78539648351173,27.523957934990438,33.850076481835565,39.50506692160612,44.36049713193116,51.994933078393885,57.395143403441686,64.50705544933078,88.96856596558318,Thermo group additivity estimation: group(Cs-(Cds-Cds)CsHH) + group(Cs-CsHHH) + group(Cd-CdCs(CO)) + group(Cds-CdsHH) + group(Cds-O2d(Cds-Cds)H),GAV
[CH2]C(C=O)=CC,CC=C(C)C=O,-33.67023350665069,82.67545061246612,26.0721735583216,32.09440469763485,37.73512758886113,42.86063691366192,51.264824928119275,57.171851544244745,65.45227512065857,87.041789576609,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py
C[C]1CCOOC1,CC1CCOOC1,-40.32579349904397,80.2963624490949,30.325066921606123,39.54856596558317,47.751529636711275,54.52912045889101,64.71789674952198,71.84279158699809,86.294034416826,82.47953193116635,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(Cs-CsCsCsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + ring(12dioxane),GAV
C=CC(=O)[CH]C1CO1,C=CC(=O)CC1CO1,-32.02172084130019,96.8188223709369,34.16852198852772,40.40742447418739,47.03356978967496,52.77620076481835,61.31628107074569,67.63903059273423,79.94799617590822,96.8188223709369,Thermo group additivity estimation: group(O2s-CsCs) + group(Cs-CsCsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsOsHH) + group(Cds-O2d(Cds-Cds)Cs) + group(Cd-Cd(CO)H) + group(Cds-CdsHH) + ring(Ethylene_oxide),GAV
C=CC([O])=CC1CO1,C=CC(O)=CC1CO1,-32.7708413001912,91.26958718929255,36.06945889101338,44.97983365200765,52.197929254302096,57.20874378585086,64.39423518164436,69.50245315487572,80.73979349904397,91.26958718929255,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-CsOsHH) + group(Cds-CdsCsH) + group(Cds-Cds(Cds-Cds)O2s) + group(Cds-Cds(Cds-Cds)H) + group(Cds-CdsHH) + ring(Ethylene_oxide),GAV
